0,000000;0,000000;0,000991;0,038652;0,111992;0,145689;0,142716;0,092170;0,081269;0,079286;0,070367;0,066402;0,069376;0,051536;0,030723;0,017839;A;00001010
0,010915;0,027708;0,021830;0,026029;0,030227;0,043661;0,058774;0,081444;0,066331;0,072208;0,076406;0,096558;0,141898;0,137699;0,088161;0,018472;B;00001011
0,000000;0,000000;0,000000;0,001218;0,038977;0,065773;0,090134;0,098660;0,075518;0,076736;0,074300;0,091352;0,097442;0,113276;0,114495;0,060901;C;00001100
0,000000;0,000000;0,000000;0,000000;0,000000;0,006151;0,029877;0,047452;0,083480;0,113357;0,164323;0,214411;0,192443;0,093146;0,040422;0,014060;D;00001101
0,024334;0,035921;0,042874;0,071842;0,076477;0,063731;0,059096;0,056779;0,041715;0,040556;0,069525;0,119351;0,141367;0,093859;0,045191;0,016222;E;00001110
0,004261;0,032670;0,065341;0,100852;0,093750;0,071023;0,066761;0,072443;0,099432;0,095170;0,100852;0,059659;0,052557;0,039773;0,024148;0,019886;F;00001111
0,000942;0,013183;0,013183;0,012241;0,011299;0,011299;0,014124;0,021657;0,072505;0,114878;0,149718;0,141243;0,153484;0,144068;0,088512;0,036723;G;00010000
0,019126;0,034608;0,029144;0,034608;0,029144;0,025501;0,051002;0,094718;0,122040;0,131148;0,092896;0,094718;0,074681;0,081056;0,059199;0,025501;H;00010001
0,021327;0,073460;0,078199;0,071090;0,066351;0,066351;0,066351;0,071090;0,066351;0,061611;0,066351;0,066351;0,066351;0,066351;0,059242;0,030806;I;00010010
0,021779;0,054446;0,068966;0,076225;0,065336;0,061706;0,061706;0,061706;0,058076;0,059891;0,067151;0,085299;0,103448;0,083485;0,043557;0,025408;J;00010011
0,022388;0,041578;0,049041;0,067164;0,077825;0,106610;0,084222;0,075693;0,079957;0,074627;0,072495;0,076759;0,070362;0,050107;0,033049;0,017058;K;00010100
0,007643;0,015287;0,026752;0,031847;0,025478;0,031847;0,036943;0,054777;0,068790;0,089172;0,096815;0,107006;0,131210;0,136306;0,101911;0,036943;kucuk A;00010101
0,000000;0,000000;0,000000;0,014014;0,063063;0,092092;0,155155;0,145145;0,161161;0,124124;0,103103;0,068068;0,021021;0,020020;0,017017;0,015015;kucuk B;00010110
0,000000;0,000000;0,000000;0,008945;0,039356;0,048301;0,085868;0,091234;0,071556;0,080501;0,082290;0,087657;0,121646;0,119857;0,101968;0,057245;kucuk C;00010111
0,000000;0,000000;0,000000;0,014127;0,062563;0,097881;0,160444;0,145308;0,148335;0,123108;0,102926;0,071645;0,021191;0,020182;0,017154;0,014127;kucuk D;00011000
0,011152;0,030979;0,032218;0,022305;0,029740;0,027261;0,035936;0,052045;0,087980;0,136307;0,144981;0,161090;0,126394;0,061958;0,027261;0,011152;kucuk E;00011001
0,034258;0,063622;0,078303;0,122349;0,097879;0,084829;0,065253;0,052202;0,045677;0,068515;0,063622;0,076672;0,066884;0,026101;0,022838;0,029364;kucuk F;00011010
0,006206;0,015957;0,028369;0,042553;0,070922;0,084220;0,077128;0,061170;0,060284;0,061170;0,076241;0,127660;0,144504;0,114362;0,020390;0,007979;kucuk G;00011011
0,000000;0,000000;0,010613;0,045991;0,079009;0,099057;0,106132;0,114387;0,128538;0,093160;0,067217;0,064858;0,060142;0,056604;0,043632;0,028302;kucuk H;00011100
0,034286;0,089524;0,083810;0,068571;0,076190;0,076190;0,064762;0,080000;0,074286;0,053333;0,047619;0,062857;0,053333;0,043810;0,051429;0,038095;kucuk J;00011101
0,014440;0,037304;0,062575;0,099880;0,095066;0,089049;0,081829;0,081829;0,078219;0,075812;0,074609;0,062575;0,050542;0,039711;0,034898;0,020457;kucuk K;00011110
0,028825;0,079823;0,070953;0,075388;0,062084;0,066519;0,062084;0,066519;0,062084;0,062084;0,062084;0,062084;0,062084;0,062084;0,082040;0,031042;kucuk L;00011111
0,018389;0,036778;0,034151;0,040280;0,043783;0,045534;0,047285;0,056918;0,067426;0,096322;0,129597;0,154991;0,119965;0,059545;0,035026;0,013135;kucuk M;00100000
0,000000;0,000000;0,000000;0,000000;0,000000;0,037090;0,099857;0,182596;0,196862;0,162625;0,111270;0,057061;0,052782;0,039943;0,038516;0,019971;kucuk N;00100001
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,029888;0,073474;0,149440;0,204234;0,219178;0,199253;0,123288;kucuk O;00100010
0,000000;0,000000;0,000000;0,007157;0,044990;0,081800;0,137014;0,185072;0,187117;0,141104;0,097137;0,047035;0,019427;0,018405;0,018405;0,014315;kucuk P;00100011
0,014151;0,040094;0,070755;0,077830;0,087264;0,084906;0,063679;0,084906;0,080189;0,087264;0,070755;0,073113;0,068396;0,040094;0,028302;0,025943;kucuk R;00100100
0,016129;0,026882;0,051971;0,030466;0,041219;0,034050;0,037634;0,039427;0,043011;0,051971;0,050179;0,069892;0,148746;0,139785;0,150538;0,066308;kucuk S;00100101
0,015707;0,054101;0,061082;0,048866;0,052356;0,062827;0,090750;0,116928;0,106457;0,071553;0,050611;0,052356;0,059337;0,073298;0,052356;0,029668;kucuk T;00100110
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,055172;0,114483;0,166897;0,194483;0,153103;0,121379;0,074483;0,051034;0,044138;0,022069;kucuk U;00100111
0,000000;0,000000;0,004894;0,037520;0,066884;0,110930;0,148450;0,104405;0,096248;0,092985;0,089723;0,073409;0,068515;0,050571;0,035889;0,017945;kucuk V;00101000
0,000000;0,010855;0,056988;0,099050;0,131615;0,099050;0,085482;0,078697;0,066486;0,069199;0,063772;0,065129;0,065129;0,056988;0,031208;0,018996;kucuk Y;00101001
0,015491;0,046472;0,032702;0,044750;0,034423;0,034423;0,041308;0,034423;0,032702;0,039587;0,075731;0,134251;0,153184;0,160069;0,089501;0,029260;kucuk Z;00101010
0,034301;0,079156;0,089710;0,073879;0,079156;0,084433;0,073879;0,060686;0,036939;0,036939;0,042216;0,047493;0,068602;0,081794;0,065963;0,042216;kucuk İ;00101011
0,013675;0,037607;0,063248;0,082051;0,064957;0,058120;0,058120;0,082051;0,104274;0,131624;0,083761;0,071795;0,058120;0,034188;0,029060;0,025641;L;00101100
0,000000;0,000000;0,005445;0,038113;0,077435;0,075015;0,059891;0,053842;0,050212;0,081065;0,139141;0,150030;0,116152;0,082880;0,055656;0,014519;M;00101101
0,016522;0,029898;0,026751;0,029898;0,026751;0,025964;0,035405;0,086546;0,125885;0,147128;0,109363;0,095987;0,088906;0,076318;0,056648;0,021243;N;00101110
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,012605;0,073950;0,127731;0,221849;0,262185;0,186555;0,114286;O;00101111
0,000000;0,000000;0,005675;0,038593;0,104427;0,139614;0,108967;0,161180;0,152100;0,147560;0,043133;0,022701;0,018161;0,021566;0,020431;0,014756;P;00110000
0,012037;0,024074;0,048148;0,037963;0,064815;0,075000;0,108333;0,092593;0,102778;0,130556;0,113889;0,074074;0,043519;0,033333;0,025926;0,012037;R;00110001
0,010727;0,039333;0,046484;0,038141;0,040524;0,038141;0,045292;0,042908;0,044100;0,046484;0,050060;0,056019;0,096544;0,175209;0,140644;0,088200;S;00110010
0,032357;0,067797;0,055470;0,052388;0,061633;0,049307;0,095532;0,117103;0,126348;0,103236;0,077042;0,052388;0,027735;0,026194;0,027735;0,026194;T;00110011
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,033033;0,102102;0,156156;0,197197;0,191191;0,148148;0,060060;0,046046;0,042042;0,023023;U;00110100
0,000000;0,000000;0,000000;0,026651;0,079954;0,120510;0,134415;0,100811;0,093859;0,093859;0,081112;0,079954;0,078795;0,057937;0,033604;0,017381;V;00110101
0,001441;0,036023;0,077810;0,116715;0,103746;0,083573;0,067723;0,069164;0,076369;0,066282;0,072046;0,073487;0,064841;0,044669;0,020173;0,024496;Y;00110110
0,015222;0,048009;0,037471;0,037471;0,035129;0,037471;0,035129;0,036300;0,036300;0,036300;0,037471;0,107728;0,165105;0,199063;0,103044;0,031616;Z;00110111
0,000000;0,000000;0,001930;0,015594;0,031650;0,051490;0,072024;0,095029;0,117107;0,144203;0,162112;0,133241;0,084453;0,053265;0,028871;0,008955;56
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,021297;0,047435;0,088093;0,121975;0,133591;0,121975;0,109390;0,153921;0,121975;0,079380;0;00000000
0,016575;0,041436;0,052486;0,058011;0,049724;0,046961;0,049724;0,044199;0,046961;0,044199;0,055249;0,122928;0,156077;0,128453;0,060773;0,024862;1;00000001
0,000000;0,019465;0,030414;0,053528;0,051095;0,041363;0,042579;0,043796;0,045012;0,038929;0,048662;0,079075;0,148418;0,173966;0,138686;0,042579;2;00000010
0,015205;0,046784;0,052632;0,043275;0,050292;0,054971;0,054971;0,051462;0,050292;0,050292;0,060819;0,076023;0,109942;0,139181;0,115789;0,026901;3;00000011
0,000000;0,000000;0,007848;0,026906;0,045964;0,096413;0,115471;0,119955;0,112108;0,103139;0,095291;0,087444;0,070628;0,050448;0,041480;0,025785;4;00000100
0,010588;0,032941;0,041176;0,035294;0,037647;0,041176;0,056471;0,060000;0,047059;0,052941;0,064706;0,100000;0,131765;0,156471;0,098824;0,031765;5;00000101
0,000000;0,011145;0,030395;0,041540;0,037487;0,050659;0,074975;0,103343;0,105370;0,093212;0,110436;0,115502;0,099291;0,053698;0,047619;0,024316;6;00000110
0,000000;0,020319;0,047896;0,085631;0,065312;0,074020;0,108853;0,155298;0,142235;0,101597;0,055152;0,037736;0,026125;0,029028;0,026125;0,023222;7;00000111
0,008086;0,028751;0,040431;0,040431;0,035939;0,048518;0,044924;0,048518;0,045822;0,057502;0,066487;0,070979;0,075472;0,150943;0,134771;0,101527;8;00001000
0,000000;0,010020;0,029058;0,043086;0,039078;0,051102;0,073146;0,099198;0,114228;0,092184;0,099198;0,116232;0,100200;0,056112;0,049098;0,027054;9;00001001
0,000000;0,000000;0,000991;0,038652;0,111992;0,145689;0,142716;0,092170;0,081269;0,079286;0,070367;0,066402;0,069376;0,051536;0,030723;0,017839;A;00001010
0,010915;0,027708;0,021830;0,026029;0,030227;0,043661;0,058774;0,081444;0,066331;0,072208;0,076406;0,096558;0,141898;0,137699;0,088161;0,018472;B;00001011
0,000000;0,000000;0,000000;0,001218;0,038977;0,065773;0,090134;0,098660;0,075518;0,076736;0,074300;0,091352;0,097442;0,113276;0,114495;0,060901;C;00001100
0,000000;0,000000;0,000000;0,000000;0,000000;0,006151;0,029877;0,047452;0,083480;0,113357;0,164323;0,214411;0,192443;0,093146;0,040422;0,014060;D;00001101
0,024334;0,035921;0,042874;0,071842;0,076477;0,063731;0,059096;0,056779;0,041715;0,040556;0,069525;0,119351;0,141367;0,093859;0,045191;0,016222;E;00001110
0,004261;0,032670;0,065341;0,100852;0,093750;0,071023;0,066761;0,072443;0,099432;0,095170;0,100852;0,059659;0,052557;0,039773;0,024148;0,019886;F;00001111
0,000942;0,013183;0,013183;0,012241;0,011299;0,011299;0,014124;0,021657;0,072505;0,114878;0,149718;0,141243;0,153484;0,144068;0,088512;0,036723;G;00010000
0,019126;0,034608;0,029144;0,034608;0,029144;0,025501;0,051002;0,094718;0,122040;0,131148;0,092896;0,094718;0,074681;0,081056;0,059199;0,025501;H;00010001
0,021327;0,073460;0,078199;0,071090;0,066351;0,066351;0,066351;0,071090;0,066351;0,061611;0,066351;0,066351;0,066351;0,066351;0,059242;0,030806;I;00010010
0,021779;0,054446;0,068966;0,076225;0,065336;0,061706;0,061706;0,061706;0,058076;0,059891;0,067151;0,085299;0,103448;0,083485;0,043557;0,025408;J;00010011
0,022388;0,041578;0,049041;0,067164;0,077825;0,106610;0,084222;0,075693;0,079957;0,074627;0,072495;0,076759;0,070362;0,050107;0,033049;0,017058;K;00010100
0,007643;0,015287;0,026752;0,031847;0,025478;0,031847;0,036943;0,054777;0,068790;0,089172;0,096815;0,107006;0,131210;0,136306;0,101911;0,036943;kucuk A;00010101
0,000000;0,000000;0,000000;0,014014;0,063063;0,092092;0,155155;0,145145;0,161161;0,124124;0,103103;0,068068;0,021021;0,020020;0,017017;0,015015;kucuk B;00010110
0,000000;0,000000;0,000000;0,008945;0,039356;0,048301;0,085868;0,091234;0,071556;0,080501;0,082290;0,087657;0,121646;0,119857;0,101968;0,057245;kucuk C;00010111
0,000000;0,000000;0,000000;0,014127;0,062563;0,097881;0,160444;0,145308;0,148335;0,123108;0,102926;0,071645;0,021191;0,020182;0,017154;0,014127;kucuk D;00011000
0,011152;0,030979;0,032218;0,022305;0,029740;0,027261;0,035936;0,052045;0,087980;0,136307;0,144981;0,161090;0,126394;0,061958;0,027261;0,011152;kucuk E;00011001
0,034258;0,063622;0,078303;0,122349;0,097879;0,084829;0,065253;0,052202;0,045677;0,068515;0,063622;0,076672;0,066884;0,026101;0,022838;0,029364;kucuk F;00011010
0,006206;0,015957;0,028369;0,042553;0,070922;0,084220;0,077128;0,061170;0,060284;0,061170;0,076241;0,127660;0,144504;0,114362;0,020390;0,007979;kucuk G;00011011
0,000000;0,000000;0,010613;0,045991;0,079009;0,099057;0,106132;0,114387;0,128538;0,093160;0,067217;0,064858;0,060142;0,056604;0,043632;0,028302;kucuk H;00011100
0,034286;0,089524;0,083810;0,068571;0,076190;0,076190;0,064762;0,080000;0,074286;0,053333;0,047619;0,062857;0,053333;0,043810;0,051429;0,038095;kucuk J;00011101
0,014440;0,037304;0,062575;0,099880;0,095066;0,089049;0,081829;0,081829;0,078219;0,075812;0,074609;0,062575;0,050542;0,039711;0,034898;0,020457;kucuk K;00011110
0,028825;0,079823;0,070953;0,075388;0,062084;0,066519;0,062084;0,066519;0,062084;0,062084;0,062084;0,062084;0,062084;0,062084;0,082040;0,031042;kucuk L;00011111
0,018389;0,036778;0,034151;0,040280;0,043783;0,045534;0,047285;0,056918;0,067426;0,096322;0,129597;0,154991;0,119965;0,059545;0,035026;0,013135;kucuk M;00100000
0,000000;0,000000;0,000000;0,000000;0,000000;0,037090;0,099857;0,182596;0,196862;0,162625;0,111270;0,057061;0,052782;0,039943;0,038516;0,019971;kucuk N;00100001
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,029888;0,073474;0,149440;0,204234;0,219178;0,199253;0,123288;kucuk O;00100010
0,000000;0,000000;0,000000;0,007157;0,044990;0,081800;0,137014;0,185072;0,187117;0,141104;0,097137;0,047035;0,019427;0,018405;0,018405;0,014315;kucuk P;00100011
0,014151;0,040094;0,070755;0,077830;0,087264;0,084906;0,063679;0,084906;0,080189;0,087264;0,070755;0,073113;0,068396;0,040094;0,028302;0,025943;kucuk R;00100100
0,016129;0,026882;0,051971;0,030466;0,041219;0,034050;0,037634;0,039427;0,043011;0,051971;0,050179;0,069892;0,148746;0,139785;0,150538;0,066308;kucuk S;00100101
0,015707;0,054101;0,061082;0,048866;0,052356;0,062827;0,090750;0,116928;0,106457;0,071553;0,050611;0,052356;0,059337;0,073298;0,052356;0,029668;kucuk T;00100110
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,055172;0,114483;0,166897;0,194483;0,153103;0,121379;0,074483;0,051034;0,044138;0,022069;kucuk U;00100111
0,000000;0,000000;0,004894;0,037520;0,066884;0,110930;0,148450;0,104405;0,096248;0,092985;0,089723;0,073409;0,068515;0,050571;0,035889;0,017945;kucuk V;00101000
0,000000;0,010855;0,056988;0,099050;0,131615;0,099050;0,085482;0,078697;0,066486;0,069199;0,063772;0,065129;0,065129;0,056988;0,031208;0,018996;kucuk Y;00101001
0,015491;0,046472;0,032702;0,044750;0,034423;0,034423;0,041308;0,034423;0,032702;0,039587;0,075731;0,134251;0,153184;0,160069;0,089501;0,029260;kucuk Z;00101010
0,034301;0,079156;0,089710;0,073879;0,079156;0,084433;0,073879;0,060686;0,036939;0,036939;0,042216;0,047493;0,068602;0,081794;0,065963;0,042216;kucuk İ;00101011
0,013675;0,037607;0,063248;0,082051;0,064957;0,058120;0,058120;0,082051;0,104274;0,131624;0,083761;0,071795;0,058120;0,034188;0,029060;0,025641;L;00101100
0,000000;0,000000;0,005445;0,038113;0,077435;0,075015;0,059891;0,053842;0,050212;0,081065;0,139141;0,150030;0,116152;0,082880;0,055656;0,014519;M;00101101
0,016522;0,029898;0,026751;0,029898;0,026751;0,025964;0,035405;0,086546;0,125885;0,147128;0,109363;0,095987;0,088906;0,076318;0,056648;0,021243;N;00101110
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,012605;0,073950;0,127731;0,221849;0,262185;0,186555;0,114286;O;00101111
0,000000;0,000000;0,005675;0,038593;0,104427;0,139614;0,108967;0,161180;0,152100;0,147560;0,043133;0,022701;0,018161;0,021566;0,020431;0,014756;P;00110000
0,012037;0,024074;0,048148;0,037963;0,064815;0,075000;0,108333;0,092593;0,102778;0,130556;0,113889;0,074074;0,043519;0,033333;0,025926;0,012037;R;00110001
0,010727;0,039333;0,046484;0,038141;0,040524;0,038141;0,045292;0,042908;0,044100;0,046484;0,050060;0,056019;0,096544;0,175209;0,140644;0,088200;S;00110010
0,032357;0,067797;0,055470;0,052388;0,061633;0,049307;0,095532;0,117103;0,126348;0,103236;0,077042;0,052388;0,027735;0,026194;0,027735;0,026194;T;00110011
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,033033;0,102102;0,156156;0,197197;0,191191;0,148148;0,060060;0,046046;0,042042;0,023023;U;00110100
0,000000;0,000000;0,000000;0,026651;0,079954;0,120510;0,134415;0,100811;0,093859;0,093859;0,081112;0,079954;0,078795;0,057937;0,033604;0,017381;V;00110101
0,001441;0,036023;0,077810;0,116715;0,103746;0,083573;0,067723;0,069164;0,076369;0,066282;0,072046;0,073487;0,064841;0,044669;0,020173;0,024496;Y;00110110
0,015222;0,048009;0,037471;0,037471;0,035129;0,037471;0,035129;0,036300;0,036300;0,036300;0,037471;0,107728;0,165105;0,199063;0,103044;0,031616;Z;00110111
0,000000;0,000728;0,009157;0,015401;0,028304;0,053278;0,071696;0,083663;0,098023;0,137877;0,167742;0,139438;0,090114;0,062019;0,033299;0,009157;56
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,021297;0,047435;0,088093;0,121975;0,133591;0,121975;0,109390;0,153921;0,121975;0,079380;0;00000000
0,016575;0,041436;0,052486;0,058011;0,049724;0,046961;0,049724;0,044199;0,046961;0,044199;0,055249;0,122928;0,156077;0,128453;0,060773;0,024862;1;00000001
0,000000;0,019465;0,030414;0,053528;0,051095;0,041363;0,042579;0,043796;0,045012;0,038929;0,048662;0,079075;0,148418;0,173966;0,138686;0,042579;2;00000010
0,015205;0,046784;0,052632;0,043275;0,050292;0,054971;0,054971;0,051462;0,050292;0,050292;0,060819;0,076023;0,109942;0,139181;0,115789;0,026901;3;00000011
0,000000;0,000000;0,007848;0,026906;0,045964;0,096413;0,115471;0,119955;0,112108;0,103139;0,095291;0,087444;0,070628;0,050448;0,041480;0,025785;4;00000100
0,010588;0,032941;0,041176;0,035294;0,037647;0,041176;0,056471;0,060000;0,047059;0,052941;0,064706;0,100000;0,131765;0,156471;0,098824;0,031765;5;00000101
0,000000;0,011145;0,030395;0,041540;0,037487;0,050659;0,074975;0,103343;0,105370;0,093212;0,110436;0,115502;0,099291;0,053698;0,047619;0,024316;6;00000110
0,000000;0,020319;0,047896;0,085631;0,065312;0,074020;0,108853;0,155298;0,142235;0,101597;0,055152;0,037736;0,026125;0,029028;0,026125;0,023222;7;00000111
0,008086;0,028751;0,040431;0,040431;0,035939;0,048518;0,044924;0,048518;0,045822;0,057502;0,066487;0,070979;0,075472;0,150943;0,134771;0,101527;8;00001000
0,000000;0,010020;0,029058;0,043086;0,039078;0,051102;0,073146;0,099198;0,114228;0,092184;0,099198;0,116232;0,100200;0,056112;0,049098;0,027054;9;00001001
0,000000;0,000000;0,000991;0,038652;0,111992;0,145689;0,142716;0,092170;0,081269;0,079286;0,070367;0,066402;0,069376;0,051536;0,030723;0,017839;A;00001010
0,010915;0,027708;0,021830;0,026029;0,030227;0,043661;0,058774;0,081444;0,066331;0,072208;0,076406;0,096558;0,141898;0,137699;0,088161;0,018472;B;00001011
0,000000;0,000000;0,000000;0,001218;0,038977;0,065773;0,090134;0,098660;0,075518;0,076736;0,074300;0,091352;0,097442;0,113276;0,114495;0,060901;C;00001100
0,000000;0,000000;0,000000;0,000000;0,000000;0,006151;0,029877;0,047452;0,083480;0,113357;0,164323;0,214411;0,192443;0,093146;0,040422;0,014060;D;00001101
0,024334;0,035921;0,042874;0,071842;0,076477;0,063731;0,059096;0,056779;0,041715;0,040556;0,069525;0,119351;0,141367;0,093859;0,045191;0,016222;E;00001110
0,004261;0,032670;0,065341;0,100852;0,093750;0,071023;0,066761;0,072443;0,099432;0,095170;0,100852;0,059659;0,052557;0,039773;0,024148;0,019886;F;00001111
0,000942;0,013183;0,013183;0,012241;0,011299;0,011299;0,014124;0,021657;0,072505;0,114878;0,149718;0,141243;0,153484;0,144068;0,088512;0,036723;G;00010000
0,019126;0,034608;0,029144;0,034608;0,029144;0,025501;0,051002;0,094718;0,122040;0,131148;0,092896;0,094718;0,074681;0,081056;0,059199;0,025501;H;00010001
0,021327;0,073460;0,078199;0,071090;0,066351;0,066351;0,066351;0,071090;0,066351;0,061611;0,066351;0,066351;0,066351;0,066351;0,059242;0,030806;I;00010010
0,021779;0,054446;0,068966;0,076225;0,065336;0,061706;0,061706;0,061706;0,058076;0,059891;0,067151;0,085299;0,103448;0,083485;0,043557;0,025408;J;00010011
0,022388;0,041578;0,049041;0,067164;0,077825;0,106610;0,084222;0,075693;0,079957;0,074627;0,072495;0,076759;0,070362;0,050107;0,033049;0,017058;K;00010100
0,007643;0,015287;0,026752;0,031847;0,025478;0,031847;0,036943;0,054777;0,068790;0,089172;0,096815;0,107006;0,131210;0,136306;0,101911;0,036943;kucuk A;00010101
0,000000;0,000000;0,000000;0,014014;0,063063;0,092092;0,155155;0,145145;0,161161;0,124124;0,103103;0,068068;0,021021;0,020020;0,017017;0,015015;kucuk B;00010110
0,000000;0,000000;0,000000;0,008945;0,039356;0,048301;0,085868;0,091234;0,071556;0,080501;0,082290;0,087657;0,121646;0,119857;0,101968;0,057245;kucuk C;00010111
0,000000;0,000000;0,000000;0,014127;0,062563;0,097881;0,160444;0,145308;0,148335;0,123108;0,102926;0,071645;0,021191;0,020182;0,017154;0,014127;kucuk D;00011000
0,011152;0,030979;0,032218;0,022305;0,029740;0,027261;0,035936;0,052045;0,087980;0,136307;0,144981;0,161090;0,126394;0,061958;0,027261;0,011152;kucuk E;00011001
0,034258;0,063622;0,078303;0,122349;0,097879;0,084829;0,065253;0,052202;0,045677;0,068515;0,063622;0,076672;0,066884;0,026101;0,022838;0,029364;kucuk F;00011010
0,006206;0,015957;0,028369;0,042553;0,070922;0,084220;0,077128;0,061170;0,060284;0,061170;0,076241;0,127660;0,144504;0,114362;0,020390;0,007979;kucuk G;00011011
0,000000;0,000000;0,010613;0,045991;0,079009;0,099057;0,106132;0,114387;0,128538;0,093160;0,067217;0,064858;0,060142;0,056604;0,043632;0,028302;kucuk H;00011100
0,034286;0,089524;0,083810;0,068571;0,076190;0,076190;0,064762;0,080000;0,074286;0,053333;0,047619;0,062857;0,053333;0,043810;0,051429;0,038095;kucuk J;00011101
0,014440;0,037304;0,062575;0,099880;0,095066;0,089049;0,081829;0,081829;0,078219;0,075812;0,074609;0,062575;0,050542;0,039711;0,034898;0,020457;kucuk K;00011110
0,028825;0,079823;0,070953;0,075388;0,062084;0,066519;0,062084;0,066519;0,062084;0,062084;0,062084;0,062084;0,062084;0,062084;0,082040;0,031042;kucuk L;00011111
0,018389;0,036778;0,034151;0,040280;0,043783;0,045534;0,047285;0,056918;0,067426;0,096322;0,129597;0,154991;0,119965;0,059545;0,035026;0,013135;kucuk M;00100000
0,000000;0,000000;0,000000;0,000000;0,000000;0,037090;0,099857;0,182596;0,196862;0,162625;0,111270;0,057061;0,052782;0,039943;0,038516;0,019971;kucuk N;00100001
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,029888;0,073474;0,149440;0,204234;0,219178;0,199253;0,123288;kucuk O;00100010
0,000000;0,000000;0,000000;0,007157;0,044990;0,081800;0,137014;0,185072;0,187117;0,141104;0,097137;0,047035;0,019427;0,018405;0,018405;0,014315;kucuk P;00100011
0,014151;0,040094;0,070755;0,077830;0,087264;0,084906;0,063679;0,084906;0,080189;0,087264;0,070755;0,073113;0,068396;0,040094;0,028302;0,025943;kucuk R;00100100
0,016129;0,026882;0,051971;0,030466;0,041219;0,034050;0,037634;0,039427;0,043011;0,051971;0,050179;0,069892;0,148746;0,139785;0,150538;0,066308;kucuk S;00100101
0,015707;0,054101;0,061082;0,048866;0,052356;0,062827;0,090750;0,116928;0,106457;0,071553;0,050611;0,052356;0,059337;0,073298;0,052356;0,029668;kucuk T;00100110
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,055172;0,114483;0,166897;0,194483;0,153103;0,121379;0,074483;0,051034;0,044138;0,022069;kucuk U;00100111
0,000000;0,000000;0,004894;0,037520;0,066884;0,110930;0,148450;0,104405;0,096248;0,092985;0,089723;0,073409;0,068515;0,050571;0,035889;0,017945;kucuk V;00101000
0,000000;0,010855;0,056988;0,099050;0,131615;0,099050;0,085482;0,078697;0,066486;0,069199;0,063772;0,065129;0,065129;0,056988;0,031208;0,018996;kucuk Y;00101001
0,015491;0,046472;0,032702;0,044750;0,034423;0,034423;0,041308;0,034423;0,032702;0,039587;0,075731;0,134251;0,153184;0,160069;0,089501;0,029260;kucuk Z;00101010
0,034301;0,079156;0,089710;0,073879;0,079156;0,084433;0,073879;0,060686;0,036939;0,036939;0,042216;0,047493;0,068602;0,081794;0,065963;0,042216;kucuk İ;00101011
0,013675;0,037607;0,063248;0,082051;0,064957;0,058120;0,058120;0,082051;0,104274;0,131624;0,083761;0,071795;0,058120;0,034188;0,029060;0,025641;L;00101100
0,000000;0,000000;0,005445;0,038113;0,077435;0,075015;0,059891;0,053842;0,050212;0,081065;0,139141;0,150030;0,116152;0,082880;0,055656;0,014519;M;00101101
0,016522;0,029898;0,026751;0,029898;0,026751;0,025964;0,035405;0,086546;0,125885;0,147128;0,109363;0,095987;0,088906;0,076318;0,056648;0,021243;N;00101110
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,012605;0,073950;0,127731;0,221849;0,262185;0,186555;0,114286;O;00101111
0,000000;0,000000;0,005675;0,038593;0,104427;0,139614;0,108967;0,161180;0,152100;0,147560;0,043133;0,022701;0,018161;0,021566;0,020431;0,014756;P;00110000
0,012037;0,024074;0,048148;0,037963;0,064815;0,075000;0,108333;0,092593;0,102778;0,130556;0,113889;0,074074;0,043519;0,033333;0,025926;0,012037;R;00110001
0,010727;0,039333;0,046484;0,038141;0,040524;0,038141;0,045292;0,042908;0,044100;0,046484;0,050060;0,056019;0,096544;0,175209;0,140644;0,088200;S;00110010
0,032357;0,067797;0,055470;0,052388;0,061633;0,049307;0,095532;0,117103;0,126348;0,103236;0,077042;0,052388;0,027735;0,026194;0,027735;0,026194;T;00110011
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,033033;0,102102;0,156156;0,197197;0,191191;0,148148;0,060060;0,046046;0,042042;0,023023;U;00110100
0,000000;0,000000;0,000000;0,026651;0,079954;0,120510;0,134415;0,100811;0,093859;0,093859;0,081112;0,079954;0,078795;0,057937;0,033604;0,017381;V;00110101
0,001441;0,036023;0,077810;0,116715;0,103746;0,083573;0,067723;0,069164;0,076369;0,066282;0,072046;0,073487;0,064841;0,044669;0,020173;0,024496;Y;00110110
